question,references,corpus_id
How does Ray Train handle worker process failures during training?,"[{""content"": ""vides fault tolerance at three levels:\n\nWorker process fault tolerance handles errors that happen to one or more Train worker processes while they are executing the user defined training function.\nWorker node fault tolerance handles node failures that may occur during training.\nJob "", ""start_index"": 386, ""end_index"": 669}, {""content"": ""use these fault tolerance mechanisms.\n\nWorker Process and Node Fault Tolerance#\nWorker process failures are errors that occur within the user defined training function of a training worker,\nsuch "", ""start_index"": 866, ""end_index"": 1061}, {""content"": "" a worker process or node failure is considered a retry. The\nnumber of retries is configurable through the max_failures attribute of the\nFailureConfig argument set in the RunConfig\npassed to the Trainer. By default, worker fault tolerance is disabled with max_failures=0.\nimport ray.train\n\n# Tries"", ""start_index"": 1922, ""end_index"": 2219}]",datasets/raydocs_full/train_user-guides_fault-tolerance.txt
What information is provided regarding the final log in the Wandb session?,"[{""content"": ""        1.728275.2814  \n\n\n\n\n\n(train_function_wandb pid=14647) 2022-11-02 16:03:17,149\tINFO wandb.py:282 -- Already logged into W&B.\n\n\n\nTrial Progress\n\n\nTrial name                      date   "", ""start_index"": 9306, ""end_index"": 9497}]",datasets/raydocs_full/tune_examples_tune-wandb.txt
"What memory status is reported for the Tune system as of November 2nd, 2022?","[{""content"": ""Status\n\n\nCurrent time:2022-11-02 16:03:22\nRunning for: 00:00:08.49        \nMemory:      9.9/16.0 "", ""start_index"": 8448, ""end_index"": 8545}]",datasets/raydocs_full/tune_examples_tune-wandb.txt
What is the output of the Streaming method in the GrpcDeployment class when invoked with a UserDefinedMessage?,"[{""content"": "" )\n        return user_response\n\n    def Streaming(\n        self, user_message: UserDefinedMessage\n    ) -> Generator[UserDefinedResponse, None, None]:\n        for i in range(10):\n            greeting = f\""{i}: Hello {user_message.name} from {user_message.origin}\""\n            num = user_message.num * 2 + i\n            user_response = UserDefinedResponse(\n                greeting=greeting,\n                num=num,\n            )\n            yield user_response\n\n         "", ""start_index"": 5871, ""end_index"": 6343}]",datasets/raydocs_full/serve_advanced-guides_grpc-guide.txt
What key functions can Serve perform for large language model applications?,"[{""content"": ""developer\n\n\n\n\nServe enables you to rapidly prototype, develop, and deploy scalable LLM applications to production. Many large language model (LLM) applications combine prompt preprocessing, vector database lookups, LLM API calls, and response validation. Because Serve supports any arbitrary Python code, you can write all these steps as a single Python module, enabling rapid development and easy testing. You can then quickly deploy your Ray Serve LLM application to production, and each application step can independently autoscale to efficiently accommodate user traffic without wasting resources. In order to improve performance of your LLM applications, Ray Serve has features for batching and can integrate with any model optimization technique. Ray Serve also supports streaming responses, a key feature for chatbot-like applications.\n\n\n\nHow does Serve compare to "", ""start_index"": 9541, ""end_index"": 10413}]",datasets/raydocs_full/serve_index.txt
What are the advantages of using Ray Serve for machine learning applications?,"[{""content"": ""often important to combine machine learning with business logic and traditional web serving logic such as database queries.\nRay Serve is unique in that it allows you to build and deploy an end-to-end distributed serving application in a single framework.\nYou can combine multiple ML models, business logic, and expressive HTTP handling using Serve\u2019s FastAPI integration (see FastAPI HTTP Deployments) to build your entire application as one Python program.\n\n\n\nCombine multiple "", ""start_index"": 5425, ""end_index"": 5902}, {""content"": ""epts or cloud configurations to use Serve.\n\n\n\nML engineer\n\n\n\n\nServe helps you scale out your deployment and runs them reliably and efficiently to save costs. With Serve\u2019s first-class model composition API, you can combine models together with business logic and build end-to-end user-facing applications. Additionally, Serve runs natively on Kubernetes with minimal operation overhead.\n\n\n\nML platform engineer\n\n\n\n\nServe specializes in scalable and reliable ML model serving. As such, it can be an important plug-and-play component of your ML platform stack.\nServe supports arbitrary Python code and therefore integrates well with the MLOps ecosystem. You can use it with model optimizers (ONNX, TVM), model monitoring systems (Seldon Alibi, Arize), model registries (MLFlow, Weights and Biases), machine learning frameworks (XGBoost, Scikit-learn), data app UIs (Gradio, Streamli"", ""start_index"": 8611, ""end_index"": 9490}]",datasets/raydocs_full/serve_index.txt
How does Serve aid in model serving scalability and cost efficiency?,"[{""content"": ""number of built-in primitives to help make your ML serving application efficient.\nIt supports dynamically scaling the resources for a model up and down by adjusting the number of replicas, batching requests to take advantage of efficient vectorized operations (especially important on GPUs), and a flexible resource allocation model that enables you to serve many models on limited "", ""start_index"": 7145, ""end_index"": 7527}, {""content"": ""elps you scale out your deployment and runs them reliably and efficiently to save costs. With Serve\u2019s first-class model composition API, you can combine models together with business logic a"", ""start_index"": 8680, ""end_index"": 8870}, {""content"": "".\nCompared to these other offerings, Ray Serve lacks the functionality for\nmanaging the lifecycle of your models, visualizing their performance, etc. Ray\nServe primarily focuses on model serving and providing the primitives for you to\nbuild your own ML platform on top.\n\n\n\nSeldon, KServe, Cortex\n\n\n\n\nYou can develop Ray Serve on your laptop, deploy it on a dev box, and scale it out\nto "", ""start_index"": 11369, ""end_index"": 11755}]",datasets/raydocs_full/serve_index.txt
What can the return value of get_default_learner_class() be?,"[{""content"": ""input framework.\n\nReturns:\nThe Learner class to use for this algorithm either as a class type or as\na string (e.g. \u201cray.rllib.algorithms.ppo.ppo_learner.PPOLearner\u201d).\n\n\n\n\n"", ""start_index"": 294, ""end_index"": 491}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm_config.AlgorithmConfig.get_default_learner_class.txt
What purpose does the get_default_learner_class() serve in the context of AlgorithmConfig?,"[{""content"": "".get_default_learner_class() \u2192 Type[Learner] | str[source]#\nReturns the Learner class to use for this algorithm.\nOverride this method in the sub-class to return the Learner class type given\nthe "", ""start_index"": 100, ""end_index"": 294}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm_config.AlgorithmConfig.get_default_learner_class.txt
What types of APIs does the Ray Workflows include?,"[{""content"": ""\n\nRay Workflows API#\n\n\nWorkflow Execution API\nWorkflow Management API\n\n\n\n"", ""start_index"": 0, ""end_index"": 100}]",datasets/raydocs_full/workflows_api_api.txt
What are the two primary features of the Ray Workflows API?,"[{""content"": ""\n\nRay Workflows API#\n\n\nWorkflow Execution API\nWorkflow Management API\n\n\n\n"", ""start_index"": 0, ""end_index"": 100}]",datasets/raydocs_full/workflows_api_api.txt
What does the MultiRLModule.setup function do?,"[{""content"": ""\n\nray.rllib.core.rl_module.multi_rl_module.MultiRLModule.setup#\n\n\nMultiRLModule.setup()[source]#\nSets up the underlying, individual RLModules.\n\n\n"", ""start_index"": 0, ""end_index"": 200}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.core.rl_module.multi_rl_module.MultiRLModule.setup.txt
What are the potential overheads associated with repeatedly starting and stopping a Ray cluster?,"[{""content"": ""tearDown(self):\n        ray.shutdown()\n\n\nHowever, starting and stopping a Ray cluster can actually incur a non-trivial amount of latency. For example, on a typical Macbook Pro laptop, starting and stopping can take nearly 5 seconds:\npython -c 'import ray; ray.init(); ray.shutdown()'  3.93s user 1.23s system 116% cpu 4.420 total\n\n\nAcross 20 tests, this ends up being 90 seconds of added "", ""start_index"": 1335, ""end_index"": 1723}]",datasets/raydocs_full/ray-contribute_testing-tips.txt
How does the process_rewards function handle game boundaries?,"[{""content"": ""sum, since this was a game boundary (pong specific!).\n        if r[t] != 0:\n            running_add "", ""start_index"": 2988, ""end_index"": 3088}]",datasets/raydocs_full/ray-core_examples_plot_pong_example.txt
How are gradients applied to model parameters using RMSProp in the provided code?,"[{""content"": ""gradients to the model parameters with RMSProp.\""\""\""\n        for k, v in self.weights.items():\n       "", ""start_index"": 6143, ""end_index"": 6243}, {""content"": ""* 2\n            self.weights[k] += lr * g / (np.sqrt(rmsprop_cache[k]) + 1e-5)\n\n\ndef zero_grads(gr"", ""start_index"": 6342, ""end_index"": 6440}, {""content"": ""nsible for taking a model and an env\nand performing a rollout + computing a gradient u"", ""start_index"": 6639, ""end_index"": 6725}]",datasets/raydocs_full/ray-core_examples_plot_pong_example.txt
What are the stability levels for PublicAPI in Ray?,"[{""content"": ""which are decorated/labeled accordingly.\nAn API can be labeled:\n\nPublicAPI, which means the API is exposed to end users. PublicAPI has three sub-levels (alpha, beta, stable), as described below.\nDeveloperAPI, which means the API is explicitly exposed to advanced Ray users and library "", ""start_index"": 98, ""end_index"": 383}]",datasets/raydocs_full/ray-contribute_stability.txt
What are the expectations for Ray's alpha and beta API components regarding stability and change?,"[{""content"": ""alpha component undergoes rapid iteration with a known set of users who\nmust be tolerant of change. The number of users should be a\ncurated, manageable set, such that it is feasible to communicate with all\nof them individually.\nBreaking changes must be both allowed and expected in alpha components, and\nusers must have no expectation of stability.\n\n\nBeta#\nA beta component must be "", ""start_index"": 581, ""end_index"": 963}, {""content"": ""fetime of the major\nAPI version. Because users expect such stability from components marked stable,\nthere must be no breaking changes to these components within a major version\n(excluding extraordinary circumstances).\n\nDocstrings#\n\n\nray.util.annotations.PublicAPI(*args, **kwargs)[source]#\nAnnotation for documenting public APIs.\nPublic APIs are classes and methods exposed to end users of Ray.\nIf stability=\""alpha\"", the API can be used by advanced users who are\ntolerant to and expect breaking changes.\nIf stability=\""beta\"", the API is still public and c"", ""start_index"": 1544, ""end_index"": 2098}]",datasets/raydocs_full/ray-contribute_stability.txt
What are the default settings for the MultiAgentReplayBuffer parameters?,"[{""content"": ""ray.rllib.utils.replay_buffers.multi_agent_replay_buffer.MultiAgentReplayBuffer(capacity: int = 10000, storage_unit: str = 'timesteps', num_shards: int = 1, replay_mode: str = 'independent', "", ""start_index"": 91, ""end_index"": 282}, {""content"": "" = 0, replay_zero_init_states: bool = True, underlying_buffer_config: dict = None, **kwargs)[source]#\nBases: ReplayBuffer\nA replay buffer shard for multiagent setups.\nThis bu"", ""start_index"": 373, ""end_index"": 547}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.replay_buffers.multi_agent_replay_buffer.MultiAgentReplayBuffer.txt
How is the MultiAgentReplayBuffer designed to facilitate parallel operations?,"[{""content"": ""**kwargs)[source]#\nBases: ReplayBuffer\nA replay buffer shard for multiagent setups.\nThis buffer is meant to be run in parallel to distribute experiences\nacross num_shards shards. Unlike simpler "", ""start_index"": 456, ""end_index"": 650}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.utils.replay_buffers.multi_agent_replay_buffer.MultiAgentReplayBuffer.txt
How can users interact with RLlib's algorithms using the Algorithm class?,"[{""content"": ""network update, and so on.\nThe HOW will be delegated to components such as RolloutWorker, etc..\nIt is the main entry point for RLlib users to interact with RLlib\u2019s algorithms.\nIt allows you to train "", ""start_index"": 475, ""end_index"": 674}, {""content"": ""er.#\n\n\n\nBuilding Custom Algorithm Classes#\n\nWarning\nAs of Ray >= 1.9, it is no longer recommended to"", ""start_index"": 1149, ""end_index"": 1249}]",datasets/raydocs_full/rllib_package_ref_algorithm.txt
What are the key changes to building custom Algorithm classes as recommended from Ray version 1.9 onwards?,"[{""content"": ""Custom Algorithm Classes#\n\nWarning\nAs of Ray >= 1.9, it is no longer recommended to use the build_trainer() utility\nfunction for creating custom Algorithm sub-classes.\nInstead, follow the simple guidelines here for directly sub-classing from\nAlgorithm.\n\nIn order to create a custom "", ""start_index"": 1166, ""end_index"": 1448}]",datasets/raydocs_full/rllib_package_ref_algorithm.txt
What changes does Ray 2.40 introduce regarding its API?,"[{""content"": ""\n\nOffline RL API#\n\nNote\nRay 2.40 uses RLlib\u2019s new API stack by default.\nThe Ray team has mostly completed transitioning algorithms, example scripts, and\ndocumentation to the new code base.\nIf "", ""start_index"": 0, ""end_index"": 192}]",datasets/raydocs_full/rllib_package_ref_offline.txt
What does the method Algorithm.train() return after execution?,"[{""content"": ""training\nprocess.\nnode_ip (str): Node ip of the machine hosting the training\nprocess.\n\n\nReturns:\nA dict that describes training progress.\n\n\n\n\n"", ""start_index"": 942, ""end_index"": 1141}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.train.txt
What specific method does Algorithm.train() call internally during a training iteration?,"[{""content"": ""of training.\nCalls step() internally. Subclasses should override step()\ninstead to return "", ""start_index"": 98, ""end_index"": 188}]",datasets/raydocs_full/rllib_package_ref_doc_ray.rllib.algorithms.algorithm.Algorithm.train.txt
What cloud platforms does Ray support for launching clusters?,"[{""content"": ""Ray ships with built-in support\nfor launching AWS and GCP clusters, and also has community-maintained integrations for Azure, Aliyun and vSphere.\nEach Ray cluster consists of a "", ""start_index"": 99, ""end_index"": 276}]",datasets/raydocs_full/cluster_vms_index.txt
What types of nodes comprise a Ray cluster?,"[{""content"": ""community-maintained integrations for Azure, Aliyun and vSphere.\nEach Ray cluster consists of a head node and a collection of worker nodes. Optional\nautoscaling support allows the Ray cluster to "", ""start_index"": 180, ""end_index"": 375}]",datasets/raydocs_full/cluster_vms_index.txt
What are the functions of autoscaling in Ray clusters?,"[{""content"": ""head node and a collection of worker nodes. Optional\nautoscaling support allows the Ray cluster to be sized according to the\nrequirements of your Ray workload, adding and removing worker nodes as needed. Ray supports\nclusters composed of multiple heterogeneous compute nodes (including GPU "", ""start_index"": 276, ""end_index"": 566}]",datasets/raydocs_full/cluster_vms_index.txt
What are the conditions required for send/recv communication in ray.util.collective?,"[{""content"": ""send/recv exhibits the same behavior with the collective functions:\nthey are synchronous blocking calls \u2013 a pair of send and recv must be called together on paired processes in order to specify the entire communication,\nand must successfully rendezvous with each other to proceed. See the code "", ""start_index"": 4721, ""end_index"": 5015}]",datasets/raydocs_full/ray-more-libs_ray-collective.txt
How is a collective communication group created in the declarative example provided?,"[{""content"": ""\""177\"",\n   \""world_size\"": 2,\n   \""ranks\"": [0, 1],\n   \""backend\"": \""nccl\""\n}\ncollective.create_collective_group(workers, **_options)\nresults = "", ""start_index"": 2904, ""end_index"": 3040}]",datasets/raydocs_full/ray-more-libs_ray-collective.txt
How can you run a specific C++ test in the Ray project?,"[{""content"": ""...)')\n\n\nAlternatively, you can also run one specific C++ test. You can use:\nbazel test $(bazel query 'kind(cc_test, ...)') --test_filter=ClientConnectionTest --test_output=streamed\n\n\n\n\n\nCode "", ""start_index"": 4508, ""end_index"": 4700}]",datasets/raydocs_full/ray-contribute_getting-involved.txt
How is the __init__ method documented in the RayClass?,"[{""content"": ""as this one.\n    Do not introduce multi-line first sentences.\n\n    The __init__ method is "", ""start_index"": 6207, ""end_index"": 6297}]",datasets/raydocs_full/ray-contribute_getting-involved.txt
